SeqID	Seq start	Seq stop	Seq length	Domain ID	Model ID	Model start	Model stop	Model size	E-value	Biscore	Accuracy	Species of the template used for the model
YP_499480.1	77	452	551	PF00496	Q81AI2_BACCR_97-485	5	358	358	5.6e-83	276.4	0.95	Bacillus cereus ATCC 14579
YP_499481.1	93	472	571	PF00496	Q3Y060_ENTFC_95-511	3	335	336	9.2e-79	262.4	0.91	Enterococcus faecium DO
YP_499482.1	25	185	328	PF00005	A9WGD8_CHLAA_24-184	1	157	157	3.1e-44	148.6	0.98	Chloroflexus aurantiacus J-10-fl
YP_499482.1	236	301	328	PF08352	HMMer-3	1	65	65	4.1e-18	63.1	0.96	HMMer-3 model
YP_499483.1	30	182	326	PF00005	I0GKK6_CALEA_31-183	1	153	153	1.3e-46	156.1	0.99	Caldisericum exile AZM16c01
YP_499483.1	233	315	326	PF08352	A8FBZ1_BACP2_233-296	1	73	73	5.6e-24	82.3	0.92	Bacillus pumilus SAFR-032
YP_499484.1	113	317	320	PF00528	K1YYD2_9BACT_113-333	2	188	188	1.5e-53	178.9	0.98	uncultured bacterium (gcode 4)
YP_499485.1	8	68	293	PF12911	I7HEV0_9HELI_24-90	2	61	61	1.1e-13	48.4	0.97	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847
YP_499485.1	101	291	293	PF00528	S2VZS3_9ACTN_136-322	2	181	182	2e-42	142.4	0.92	Propionimicrobium lymphophilum ACS-093-V-SCH5
YP_499486.1	2	281	329	PF00579	R5L6C6_9CLOT_7-291	2	274	274	1.9e-82	274.4	0.96	Clostridium sp. CAG:678
YP_499487.1	1	112	131	PF03960	D6S5C5_9LACO_3-123	2	114	115	1.2e-35	119.9	0.96	Lactobacillus jensenii JV-V16
YP_499488.1	1	230	239	PF05389	E8SEM0_STAPH_1-224	1	207	208	4.6e-56	187.3	0.85	Staphylococcus pseudintermedius HKU10-03
YP_499489.1	1	319	328	PF06054	Q65LB1_BACLD_1-353	1	334	335	2.2e-71	238.4	0.9	Bacillus licheniformis DSM 13 = ATCC 14580
YP_499490.1	117	186	602	PF08439	HMMer-3	1	70	70	3.5e-20	69.4	0.99	HMMer-3 model
YP_499490.1	206	588	602	PF01432	HMMer-3	3	457	458	3.8e-76	254.5	0.94	HMMer-3 model
YP_499491.1	27	190	268	PF13743	HMMer-3	1	185	186	2e-43	145.6	0.96	HMMer-3 model
YP_499492.1	1	103	105	PF01152	E0UR87_SULAO_27-143	9	113	113	4.9e-29	98.5	0.98	Sulfurimonas autotrophica DSM 16294
YP_499493.1	4	186	197	PF01928	HMMer-3	1	179	179	7.8e-35	117.8	0.96	HMMer-3 model
YP_499495.1	43	163	211	PF04607	HMMer-3	1	116	117	3.5e-37	124.6	0.98	HMMer-3 model
YP_499496.1	32	223	269	PF01513	E6M8K3_STALU_6-253	3	179	179	1.1e-48	162.9	0.96	Staphylococcus lugdunensis M23590
YP_499497.1	83	229	284	PF00849	D9SRL1_CLOC7_88-239	2	152	152	9e-38	127.3	0.95	Clostridium cellulovorans 743B
YP_499498.1	40	143	461	PF03448	HMMer-3	1	102	102	1.6e-24	83.8	0.98	HMMer-3 model
YP_499498.1	142	264	461	PF01368	A6M175_CLOB8_4-382	2	122	124	1.3e-25	87.4	0.92	Clostridium beijerinckii NCIMB 8052
YP_499498.1	329	457	461	PF01769	K9VB20_9CYAN_314-449	1	130	131	7.7e-38	126.9	0.97	Calothrix sp. PCC 6303
YP_499499.1	6	391	614	PF00999	HMMer-3	2	376	381	1.9e-78	261.2	0.96	HMMer-3 model
YP_499499.1	403	516	614	PF02254	Q81V05_BACAN_399-517	3	112	113	2.9e-13	47.6	0.92	Bacillus anthracis
YP_499499.1	551	610	614	PF02080	Q5F7L7_NEIG1_391-463	4	61	62	1.3e-14	51.1	0.94	Neisseria gonorrhoeae FA 1090
YP_499500.1	13	253	256	PF13561	HMMer-3	1	234	234	8e-81	268.4	0.98	HMMer-3 model
YP_499501.1	37	342	361	PF01594	Q5HQF1_STAEQ_7-345	2	305	306	3.2e-80	267.1	0.99	Staphylococcus epidermidis RP62A
YP_499502.1	17	485	522	PF01235	D2ZY63_NEIMU_22-463	2	430	431	2.2e-157	521.7	0.89	Neisseria mucosa ATCC 25996
YP_499503.1	16	241	252	PF00756	HMMer-3	1	249	251	2.9e-57	191.5	0.98	HMMer-3 model
YP_499504.1	11	168	169	PF13563	A0A060LV81_9BACI_10-171	3	158	158	8e-29	98.1	0.94	Bacillus lehensis G1
YP_499505.1	53	392	402	PF11700	C7MG70_BRAFD_59-444	4	350	353	2.9e-42	142.3	0.86	Brachybacterium faecium DSM 4810
YP_499506.1	19	179	391	PF06925	HMMer-3	1	169	169	1.6e-48	162.4	0.98	HMMer-3 model
YP_499506.1	195	357	391	PF04101	Q5HQE7_STAEQ_179-359	3	150	162	1.3e-28	97.6	0.94	Staphylococcus epidermidis RP62A
YP_499507.1	23	115	493	PF01225	Q98KA9_RHILO_25-119	2	94	94	1.4e-21	74.5	0.92	Mesorhizobium japonicum MAFF 303099
YP_499507.1	108	312	493	PF08245	HMMer-3	1	191	192	1.4e-53	179.1	0.94	HMMer-3 model
YP_499507.1	332	416	493	PF02875	A0A0E0R256_ORYRU_562-661	1	83	85	9.9e-21	71.2	0.95	Oryza rufipogon
YP_499508.1	4	80	86	PF14166	HMMer-3	2	77	79	1.7e-29	98.9	0.98	HMMer-3 model
YP_499509.1	8	271	520	PF00009	HMMer-3	5	193	194	4.8e-56	186.7	0.9	HMMer-3 model
YP_499509.1	307	374	520	PF03144	E7KQA8_YEASL_372-442	2	68	69	1.9e-15	54.6	0.98	Saccharomyces cerevisiae Lalvin QA23
YP_499509.1	382	508	520	PF16658	HMMer-3	1	130	131	3e-46	153.9	0.96	HMMer-3 model
YP_499510.1	27	261	267	PF04332	Q7NSQ6_CHRVO_82-370	1	203	204	4.4e-61	203.4	0.85	Chromobacterium violaceum ATCC 12472
YP_499511.1	16	129	774	PF09787	B9T2M3_RICCO_398-667	47	141	240	0.00073	16.7	0.85	Ricinus communis
YP_499511.1	490	638	774	PF13365	Q2FZP2_STAA8_485-633	1	136	136	2.1e-34	116.4	0.97	Staphylococcus aureus subsp. aureus NCTC 8325
YP_499511.1	703	771	774	PF13180	F4X495_ACREC_340-432	2	66	66	1.5e-14	51.4	0.94	Acromyrmex echinatior
YP_499512.1	16	429	452	PF02386	E6M8I6_STALU_5-443	9	375	376	1e-96	321.5	0.96	Staphylococcus lugdunensis M23590
YP_499513.1	9	234	503	PF00149	R7YUQ7_CONA1_58-288	1	199	199	7.2e-38	127.9	0.87	Coniosporium apollinis CBS 100218
YP_499513.1	320	487	503	PF02872	B5HVS2_9ACTN_380-583	12	166	167	2.4e-18	64.1	0.84	Streptomyces sviceus ATCC 29083
YP_499514.1	1	142	176	PF06338	R6D975_9CLOT_1-147	10	143	144	1.7e-45	151.6	0.93	Clostridium sp. CAG:594
YP_499515.1	27	63	72	PF08858	B9DQ96_STACT_27-63	1	37	37	2.9e-17	59.5	0.99	Staphylococcus carnosus subsp. carnosus TM300
YP_499516.1	32	154	328	PF03099	Q24WR1_DESHY_34-157	2	119	120	1.3e-39	132.5	0.95	Desulfitobacterium hafniense Y51
YP_499516.1	243	327	328	PF10437	HMMer-3	1	84	85	1.4e-27	92.9	0.98	HMMer-3 model
YP_499517.1	2	57	58	PF09953	HMMer-3	2	59	59	5e-29	97.5	0.98	HMMer-3 model
YP_499518.1	100	194	200	PF02517	Q2FZN5_STAA8_100-194	1	95	95	2.3e-49	163.7	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_499519.1	2	35	35	PF16935	Q2FZN4_STAA8_1-35	1	34	34	1.8e-18	63.6	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_499521.1	556	653	654	PF07242	Q2FZN2_STAA8_555-653	1	96	97	3e-25	85.9	0.97	Staphylococcus aureus subsp. aureus NCTC 8325
YP_499522.1	34	106	106	PF06486	A0A0M3DIW2_9CLOT_28-127	3	82	85	1.2e-06	26.3	0.84	Paraclostridium benzoelyticum
YP_499523.1	29	195	213	PF13304	W2CJW7_9PORP_24-320	2	173	174	4e-43	145.0	0.92	Tannerella sp. oral taxon BU063 isolate Cell 1/3
YP_499528.1	4	107	118	PF07681	A0A0M2MVX2_9ACTN_10-124	2	104	106	2.9e-18	64.0	0.95	Streptomyces malaysiense
YP_499529.1	13	259	287	PF01497	C3PER5_CORA7_23-280	1	234	234	1.9e-47	158.9	0.84	Corynebacterium aurimucosum ATCC 700975
YP_499531.1	26	77	96	PF05154	HMMer-3	1	50	51	5.7e-16	56.0	0.96	HMMer-3 model
YP_499532.1	2	164	183	PF00583	B2FTA9_STRMK_5-141	1	125	125	4.7e-20	69.8	0.82	Stenotrophomonas maltophilia K279a
YP_499533.1	50	244	312	PF01040	C6WD92_ACTMD_115-372	3	193	194	8.2e-55	182.8	0.98	Actinosynnema mirum DSM 43827
YP_499535.1	138	387	403	PF00425	Q49WG5_STAS1_185-436	2	250	250	3.5e-72	240.2	0.99	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_499536.1	13	180	557	PF02776	D9RS83_PREMB_6-181	4	161	162	3.9e-46	154.2	0.93	Prevotella melaninogenica ATCC 25845
YP_499536.1	210	387	557	PF16582	B9DQ81_STACT_189-387	2	178	178	1.7e-33	113.5	0.92	Staphylococcus carnosus subsp. carnosus TM300
YP_499536.1	404	503	557	PF02775	W5GP98_WHEAT_53-173	2	102	104	3.7e-35	117.5	0.94	Triticum aestivum
YP_499537.1	15	249	267	PF00561	B2J3F9_NOSP7_19-257	2	237	238	5.4e-49	164.6	0.89	Nostoc punctiforme PCC 73102
YP_499538.1	18	269	273	PF00378	HMMer-3	1	250	251	5.8e-90	298.3	0.99	HMMer-3 model
YP_499539.1	3	107	109	PF09023	HMMer-3	1	105	105	4e-74	242.8	1.0	HMMer-3 model
YP_499540.1	41	210	393	PF14731	HMMer-3	1	169	169	3.5e-81	268.6	0.99	HMMer-3 model
YP_499540.1	220	393	393	PF05543	HMMer-3	1	174	174	4e-100	330.0	0.99	HMMer-3 model
YP_499541.1	91	266	336	PF02122	Q0PW25_CFMVN_138-312	3	161	163	6.8e-32	108.0	0.92	Cocksfoot mottle virus Dactylis glomerata/Norway/CfMV-NO/1995
YP_499541.1	263	335	336	PF07564	F9Q080_STROR_200-252	27	86	160	4.8e-07	27.4	0.8	Streptococcus oralis SK313
YP_499542.1	32	377	384	PF00155	B0UEU0_METS4_31-392	1	339	339	5.6e-90	299.8	0.96	Methylobacterium sp. 4-46
YP_499543.1	9	283	336	PF01757	Q5HQC1_STAEQ_8-317	2	247	248	2e-61	205.2	0.94	Staphylococcus epidermidis RP62A
YP_499544.1	29	130	139	PF03965	F2JL89_CELLD_6-116	1	102	102	3.9e-16	56.8	0.98	Cellulosilyticum lentocellum DSM 5427
YP_499546.1	258	385	1256	PF01510	Q855H8_9CAUD_192-336	2	126	126	4.4e-23	79.8	0.92	Mycobacterium virus Che8
YP_499546.1	443	512	1256	PF13457	Q2FZK7_STAA8_443-512	1	70	70	1.2e-31	105.7	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_499546.1	516	588	1256	PF13457	Q49WH3_STAS1_816-890	1	73	73	1.1e-33	112.7	0.98	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_499546.1	612	681	1256	PF13457	Q2FZK7_STAA8_443-512	1	70	70	9.9e-31	102.8	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_499546.1	685	757	1256	PF13457	Q49WH3_STAS1_816-890	1	73	73	2.6e-32	108.2	0.97	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_499546.1	784	855	1256	PF13457	Q2FZK7_STAA8_783-855	1	72	72	1e-33	112.6	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_499546.1	860	932	1256	PF13457	Q49WH3_STAS1_1066-1138	1	73	73	1.5e-30	102.7	0.98	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_499546.1	941	1013	1256	PF13457	E8SEU0_STAPH_1062-1143	2	73	73	1.3e-29	99.5	0.97	Staphylococcus pseudintermedius HKU10-03
YP_499546.1	1104	1239	1256	PF01832	E8SEU0_STAPH_1234-1372	1	126	128	4.5e-48	160.2	0.97	Staphylococcus pseudintermedius HKU10-03
YP_499547.1	7	139	144	PF00765	A4ELD9_9RHOB_9-200	3	137	138	2.3e-44	148.4	0.97	Roseobacter sp. CCS2
YP_499548.1	1	155	156	PF10804	HMMer-3	1	155	155	8.4e-97	318.6	1.0	HMMer-3 model
YP_499549.1	86	232	405	PF03816	Q49WH6_STAS1_86-234	1	147	147	2.2e-48	161.9	0.99	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_499550.1	74	386	397	PF00144	HMMer-3	15	327	330	1.5e-62	209.1	0.93	HMMer-3 model
YP_499551.1	4	85	92	PF03626	G8MP23_9BURK_20-101	2	81	82	1.8e-22	76.6	0.98	Burkholderia sp. YI23
YP_499552.1	16	195	201	PF00510	Q5HQB1_STAEQ_9-197	4	180	180	4.6e-47	157.6	0.98	Staphylococcus epidermidis RP62A
YP_499553.1	56	523	662	PF00115	A3ZTG1_9PLAN_34-547	1	467	470	2.4e-169	561.2	0.99	Blastopirellula marina DSM 3645
YP_499554.1	25	111	366	PF02790	F6EEM9_AMYSD_34-136	3	85	87	5.1e-22	75.0	0.97	Hoyosella subflava DQS3-9A1
YP_499554.1	116	216	366	PF00116	B0VM15_ACIBS_104-223	2	100	101	5.2e-23	78.5	0.97	Acinetobacter baumannii SDF
YP_499556.1	33	104	105	PF16403	E3FDR4_STIAD_764-836	2	72	72	2.5e-26	89.2	0.96	Stigmatella aurantiaca DW4/3-1
YP_499557.1	5	129	286	PF00763	H2L8I7_ORYLA_53-164	1	126	126	1.8e-48	161.1	0.98	Oryzias latipes
YP_499557.1	123	282	286	PF02882	HMMer-3	1	158	160	2.9e-67	222.3	0.98	HMMer-3 model
YP_499558.1	1	130	139	PF00731	HMMer-3	21	145	148	1.8e-54	180.7	0.97	HMMer-3 model
YP_499559.1	8	84	374	PF02826	I7D1A5_NATSJ_6-110	3	76	77	7e-30	100.6	0.97	Natrinema sp. J7-2
YP_499559.1	115	283	374	PF02222	HMMer-3	2	171	171	5.1e-48	160.2	0.98	HMMer-3 model
YP_499559.1	310	365	374	PF17769	W8KKA0_HALHR_307-365	1	58	59	2.6e-19	66.4	0.95	Halorhodospira halochloris str. A
YP_499560.1	4	217	234	PF01259	Q6LZT3_METMP_14-242	1	213	215	2.5e-71	237.2	0.99	Methanococcus maripaludis S2
YP_499561.1	3	79	87	PF02700	HMMer-3	2	77	77	2.2e-24	82.8	0.97	HMMer-3 model
YP_499562.1	2	216	223	PF13507	A0A098F5U4_9BACI_1-219	1	214	214	1.7e-72	240.7	0.99	Bacillus sp. B-jedd
YP_499563.1	17	58	729	PF18072	D5V195_ARCNC_5-51	2	42	42	1.2e-23	80.3	0.98	Arcobacter nitrofigilis DSM 7299
YP_499563.1	78	194	729	PF00586	L0J3F3_MYCSM_86-209	2	117	117	1.6e-39	132.0	0.98	Mycobacterium sp. JS623
YP_499563.1	207	361	729	PF02769	B0S337_FINM2_849-1002	3	154	155	4.6e-44	148.0	0.98	Finegoldia magna ATCC 29328
YP_499563.1	401	555	729	PF00586	H8E9G7_9MICO_421-582	1	155	155	6.2e-44	147.2	0.98	Microbacterium laevaniformans OR221
YP_499563.1	570	697	729	PF02769	C2CZC4_LACBR_582-719	2	129	138	1e-19	68.3	0.92	Lactobacillus brevis subsp. gravesensis ATCC 27305
YP_499564.1	27	231	494	PF00310	W6UPJ9_ECHGR_24-444	3	204	205	2.4e-51	171.7	0.94	Echinococcus granulosus
YP_499564.1	284	386	494	PF00156	F0SUS8_SYNGF_276-425	2	102	103	3.9e-28	95.3	0.98	Syntrophobotulus glycolicus DSM 8271
YP_499565.1	1	161	342	PF00586	E9ILC2_SOLIN_372-597	64	221	221	8e-67	222.4	0.99	Solenopsis invicta
YP_499565.1	173	334	342	PF02769	G3ISL4_9GAMM_179-345	1	161	162	1.1e-62	208.0	0.99	Methylobacter tundripaludum SV96
YP_499566.1	3	182	188	PF00551	E6M8E5_STALU_2-183	1	179	180	4.9e-63	209.3	0.99	Staphylococcus lugdunensis M23590
YP_499567.1	13	128	492	PF02142	F0SPQ2_RUBBR_16-131	1	116	116	5.8e-52	172.3	0.99	Rubinisphaera brasiliensis DSM 5305
YP_499567.1	133	425	492	PF01808	A0A078MC07_9STAP_132-425	1	292	293	6.2e-110	364.6	0.99	Jeotgalicoccus saudimassiliensis
YP_499567.1	445	492	492	PF02603	R5G5U3_9FIRM_46-110	14	58	62	0.00046	17.2	0.93	Coprobacillus sp. CAG:698
YP_499568.1	2	108	415	PF02844	E0VLQ8_PEDHC_4-103	1	107	107	8.8e-41	136.3	0.98	Pediculus humanus corporis
YP_499568.1	102	291	415	PF01071	HMMer-3	1	194	194	8.9e-67	222.0	0.95	HMMer-3 model
YP_499568.1	283	410	415	PF02843	A0A0G1E018_9BACT_285-424	1	134	135	2.5e-36	122.4	0.92	Candidatus Azambacteria bacterium GW2011_GWD1_43_18
YP_499569.1	9	223	268	PF02361	Q49WJ9_STAS1_8-225	2	215	215	9.2e-38	127.3	0.97	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_499570.1	7	209	466	PF09818	A0A0L1KMH7_9EUGL_10-444	3	180	185	8.6e-36	120.8	0.81	Perkinsela sp. CCAP 1560/4
YP_499570.1	276	464	466	PF09818	D7CMK6_SYNLT_4-453	2	181	189	9.1e-33	111.3	0.87	Syntrophothermus lipocalidus DSM 12680
YP_499571.1	8	125	191	PF09819	E1VYQ7_ARTAR_15-136	2	120	121	6.8e-34	113.9	0.97	Glutamicibacter arilaitensis Re117
YP_499573.1	1	44	44	PF16025	W4VXI3_ATTCE_1-86	22	55	73	0.001	17.0	0.8	Atta cephalotes
YP_499575.1	6	66	390	PF17785	A0A1B1P263_STAPS_4-66	1	62	62	3.7e-24	82.1	0.96	Staphylococcus pseudintermedius
YP_499575.1	100	236	390	PF10672	A0A0E9LYC5_9BACT_104-249	1	139	142	9.9e-35	117.5	0.9	Geofilum rubicundum JCM 15548
YP_499575.1	267	372	390	PF10672	E6SMR3_THEM7_311-428	6	108	108	4.7e-26	88.2	0.98	Thermaerobacter marianensis DSM 12885
YP_499576.1	35	178	180	PF05128	C9LTX5_SELS3_1-147	3	143	144	6.6e-32	108.3	0.95	Selenomonas sputigena ATCC 35185
YP_499577.1	3	82	88	PF00381	F2GA54_ALTMD_3-84	2	79	80	1.8e-31	105.4	0.97	Alteromonas mediterranea
YP_499578.1	6	128	572	PF05524	P77439_ECOLI_118-234	1	121	121	1.8e-35	119.0	0.96	Escherichia coli K-12
YP_499578.1	153	227	572	PF00391	HMMer-3	3	73	73	7.8e-24	80.6	0.97	HMMer-3 model
YP_499578.1	252	544	572	PF02896	HMMer-3	2	290	294	1.2e-124	412.6	0.99	HMMer-3 model
YP_499579.1	4	61	77	PF00462	Q481Z0_COLP3_4-61	1	58	60	6.9e-14	49.7	0.97	Colwellia psychrerythraea 34H
YP_499580.1	7	434	453	PF01654	Q2FZH3_STAA8_6-435	1	424	425	9.8e-140	463.6	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_499581.1	4	326	339	PF02322	V6F8W7_9PROT_9-365	3	319	320	1.2e-59	199.5	0.89	Magnetospirillum gryphiswaldense MSR-1 v2
YP_499582.1	5	120	220	PF02254	HMMer-3	1	116	116	1.1e-30	103.6	0.97	HMMer-3 model
YP_499582.1	149	217	220	PF02080	A3QG85_SHELP_577-647	2	67	69	6e-19	65.1	0.95	Shewanella loihica PV-4
YP_499584.1	22	199	565	PF00753	A5VLN7_LACRD_19-259	2	158	160	1.8e-30	103.1	0.91	Lactobacillus reuteri DSM 20016
YP_499584.1	336	419	565	PF07521	A0A0G0IV37_9BACT_482-565	1	84	84	1.1e-33	112.7	0.99	Parcubacteria group bacterium GW2011_GWC1_38_17
YP_499584.1	484	554	565	PF17770	B3PM13_MYCA5_480-552	1	71	71	5.2e-27	91.9	0.97	Mycoplasma arthritidis 158L3-1
YP_499585.1	3	70	72	PF07288	HMMer-3	1	67	68	3.6e-28	94.8	0.96	HMMer-3 model
YP_499587.1	7	170	183	PF01327	Q49WL6_STAS1_4-174	1	150	151	1.8e-45	151.7	0.97	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_499588.1	11	205	208	PF10368	U5S8Z6_9LACT_11-208	1	192	192	1.4e-47	159.2	0.98	Carnobacterium inhibens subsp. gilichinskyi
YP_499589.1	52	343	370	PF00676	HMMer-3	2	299	300	1e-104	347.0	0.96	HMMer-3 model
YP_499590.1	3	173	325	PF02779	C0ZD75_BREBN_3-180	2	163	163	1.2e-46	155.7	0.98	Brevibacillus brevis NBRC 100599
YP_499590.1	197	319	325	PF02780	Q5YTR5_NOCFA_603-726	2	120	121	5.7e-41	136.9	0.95	Nocardia farcinica IFM 10152
YP_499591.1	3	76	430	PF00364	HMMer-3	2	73	73	4.2e-25	84.8	0.99	HMMer-3 model
YP_499591.1	124	159	430	PF02817	HMMer-3	1	35	36	1.3e-17	61.2	0.97	HMMer-3 model
YP_499591.1	198	428	430	PF00198	HMMer-3	4	233	233	5.8e-90	298.2	0.98	HMMer-3 model
YP_499592.1	12	318	468	PF07992	A0A0K0G7R8_9FIRM_10-329	2	275	276	2.4e-82	273.9	0.94	Bacilli bacterium VT-13-104
YP_499592.1	348	457	468	PF02852	HMMer-3	1	109	110	3e-35	118.2	0.98	HMMer-3 model
YP_499593.1	2	87	91	PF05256	HMMer-3	1	84	86	9.5e-37	122.6	0.97	HMMer-3 model
YP_499594.1	6	61	179	PF13413	Q2GC95_NOVAD_31-92	2	56	56	1.5e-19	67.2	0.98	Novosphingobium aromaticivorans DSM 12444
YP_499594.1	86	177	179	PF06339	Q0EYM4_9PROT_1-129	4	88	91	5e-15	52.7	0.91	Mariprofundus ferrooxydans PV-1
YP_499595.1	20	163	364	PF00005	I0GP79_SELRL_21-164	1	142	144	6.6e-46	153.6	0.99	Selenomonas ruminantium subsp. lactilytica TAM6421
YP_499595.1	165	281	364	PF17833	U4USH3_DENPD_1205-1341	1	58	137	3.8e-07	28.0	0.88	Dendroctonus ponderosae
YP_499595.1	273	342	364	PF08402	Q4A9E1_MYCHJ_370-437	1	72	72	5e-19	65.7	0.96	Mycoplasma hyopneumoniae J
YP_499596.1	16	252	265	PF00528	J3JC26_9LACO_4-260	2	227	228	4.6e-39	131.9	0.97	Lactobacillus coryniformis subsp. coryniformis CECT 5711
YP_499597.1	12	246	269	PF00528	J3JC26_9LACO_4-260	2	227	228	1.7e-35	120.3	0.92	Lactobacillus coryniformis subsp. coryniformis CECT 5711
YP_499598.1	28	313	357	PF02030	A0A0F5H107_9MOLU_10-567	5	293	294	1.6e-92	307.7	0.97	Mycoplasma meleagridis ATCC 25294
YP_499599.1	14	126	339	PF13273	B9DPZ9_STACT_15-127	1	113	113	5.6e-43	143.4	0.99	Staphylococcus carnosus subsp. carnosus TM300
YP_499600.1	2	103	139	PF13273	Q2G2G5_STAA8_2-104	1	99	99	1.7e-21	74.0	0.95	Staphylococcus aureus subsp. aureus NCTC 8325
YP_499601.1	54	415	450	PF01566	Q2G2G3_STAA8_53-420	2	359	360	4e-141	467.5	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_499602.1	6	202	204	PF06335	HMMer-3	1	198	198	2.4e-77	256.7	0.99	HMMer-3 model
YP_499603.1	8	250	275	PF00459	A0A098EKA9_9BACL_2-262	3	245	245	7.8e-66	219.6	0.96	Planococcus massiliensis
YP_499605.1	6	199	615	PF00009	HMMer-3	2	193	194	8.8e-58	192.4	0.95	HMMer-3 model
YP_499605.1	222	292	615	PF03144	A6LRM9_CLOB8_212-282	1	67	67	1.4e-18	64.8	0.93	Clostridium beijerinckii NCIMB 8052
YP_499605.1	307	386	615	PF14492	A0A0F2PFL8_9FIRM_301-381	1	75	75	8.3e-20	68.2	0.96	Peptococcaceae bacterium BRH_c8a
YP_499605.1	398	482	615	PF00679	HMMer-3	2	80	89	1.1e-22	77.2	0.97	HMMer-3 model
YP_499606.1	3	51	55	PF09963	H0DK47_9STAP_2-56	1	48	49	4.3e-24	81.7	0.96	Staphylococcus pettenkoferi VCU012
YP_499608.1	6	90	91	PF07408	HMMer-3	3	83	85	2.8e-37	123.8	0.97	HMMer-3 model
YP_499609.1	19	389	408	PF01098	Q74JV9_LACJO_9-385	1	357	359	5.3e-99	329.2	0.91	Lactobacillus johnsonii NCC 533
YP_499610.1	4	113	1150	PF00289	A0A0F9XJQ4_TRIHA_44-174	1	106	110	6.2e-46	152.8	0.98	Trichoderma harzianum
YP_499610.1	118	325	1150	PF02786	HMMer-3	1	208	211	6.1e-78	258.5	0.99	HMMer-3 model
YP_499610.1	344	452	1150	PF02785	E4TU73_MARTH_349-457	1	109	109	8.3e-38	126.5	0.99	Marivirga tractuosa DSM 4126
YP_499610.1	533	806	1150	PF00682	B9XH93_PEDPL_552-826	2	262	270	3.1e-63	211.8	0.96	Pedosphaera parvula Ellin514
YP_499610.1	830	1100	1150	PF02436	R5WZZ4_9BACT_362-573	1	237	237	7.3e-86	285.2	0.95	Alistipes sp. CAG:157
YP_499610.1	1113	1149	1150	PF13533	HMMer-3	3	35	50	4.9e-07	26.9	0.95	HMMer-3 model
YP_499611.1	64	339	356	PF02628	Q49WP0_STAS1_7-288	3	274	275	2e-56	188.5	0.97	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_499612.1	54	285	303	PF01040	X2GKR3_9BACI_36-303	3	229	230	1e-62	209.3	0.98	Lysinibacillus varians
YP_499613.1	11	134	153	PF04238	D5V4F4_ARCNC_10-151	1	125	125	6.8e-40	133.7	0.99	Arcobacter nitrofigilis DSM 7299
YP_499614.1	17	50	67	PF06691	M1MFV6_9CLOT_46-148	2	29	73	0.00049	17.4	0.95	Clostridium saccharoperbutylacetonicum N1-4(HMT)
YP_499615.2	67	205	345	PF14504	HMMer-3	2	140	140	6.7e-41	136.7	0.99	HMMer-3 model
YP_499615.2	232	340	345	PF00188	Q5HQ49_STAEQ_237-347	2	103	110	2.3e-15	54.7	0.89	Staphylococcus epidermidis RP62A
YP_499616.1	9	115	144	PF06133	B1C3A3_9FIRM_3-107	1	106	106	2.5e-26	89.5	0.98	[Clostridium] spiroforme DSM 1552
YP_499617.1	51	296	308	PF03009	A0A0B1Y6K0_9BACI_47-292	1	242	242	1.9e-56	188.9	0.97	Lysinibacillus sp. A1
YP_499618.1	6	75	84	PF09902	H6NQY6_9BACL_5-75	1	70	70	4e-25	85.0	0.99	Paenibacillus mucilaginosus 3016
YP_499620.1	1	153	156	PF03602	HMMer-3	25	177	182	3.1e-42	141.6	0.92	HMMer-3 model
YP_499621.1	12	150	160	PF08218	F9EK73_FUSNU_144-291	1	138	139	8.4e-55	182.2	0.99	Fusobacterium nucleatum subsp. animalis ATCC 51191
YP_499622.1	1	373	379	PF05636	HMMer-3	1	394	401	4.9e-120	398.7	0.94	HMMer-3 model
YP_499623.1	48	181	185	PF02620	S5M2M8_9MOLU_43-163	2	110	111	2e-24	83.0	0.83	Spiroplasma diminutum CUAS-1
YP_499626.1	7	32	645	PF04650	Q2FZF0_STAA8_7-32	1	26	26	9.4e-17	57.8	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_499626.1	145	256	645	PF05031	Q2FXJ2_STAA8_343-458	3	113	113	4e-20	69.9	0.94	Staphylococcus aureus subsp. aureus NCTC 8325
